epoch,train_loss,val_loss
1,0.008497907670543474,0.0007043704390525818
2,0.000741443713195622,0.0007077451446093619
3,0.001453253865132437,0.0007291349465958774
4,0.0015101874082842294,0.0003518280864227563
5,0.0005082539830575971,0.00039471130003221333
6,0.00023858940489042332,0.0005249979440122843
7,0.00037639633314136197,0.0004251231730449945
8,0.00041892125548603125,0.00031967327231541276
9,0.0003966859007692512,0.0003113401180598885
10,0.0002928003745824646,0.00032053832546807826
11,0.00019958440936855315,0.00033680209890007973
12,0.00019424587063600912,0.0003666543052531779
13,0.00019976912538849693,0.00042034860234707594
14,0.00020426585230298396,0.0004318017163313925
15,0.00017848573214210132,0.00038343342021107674
16,0.00016797814768163816,0.00033088293275795877
17,0.00015519547206863267,0.0003076955326832831
18,0.00015970484630944317,0.00030749442521482706
19,0.00015130218654282063,0.0003294191265013069
20,0.00015914080123526647,0.00034342383150942624
21,0.00014299832486465354,0.0003584678051993251
22,0.0001520258845309453,0.00035390048287808895
23,0.00014348095839309012,0.00033517228439450264
24,0.00014026473817305968,0.00031635945197194815
25,0.00013960237779161509,0.00032096722861751914
26,0.00014177034523420255,0.00034139733179472387
27,0.000143450969035792,0.00035523175029084086
28,0.00014173368467976723,0.00034739606780931354
